pair_key,substance_a_id,substance_b_id,is_self_pair,classification_code,classification_confidence,risk_score,risk_label,headline,mechanism_summary,timing_guidance,field_notes,primary_mechanism_category,mechanism_categories,evidence_gaps,provenance_confidence_tier,provenance_rationale
mdma|serotonergic_opioids,mdma,serotonergic_opioids,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
mdma|snri,snri,mdma,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
mdma|ssri,ssri,mdma,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
mdma|tobacco_rape,tobacco_rape,mdma,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
mdma|tricyclic_ad,tricyclic_ad,mdma,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
mdma|two_c_x,mdma,two_c_x,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
mdma|yopo,yopo,mdma,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
mescaline_peyote|mescaline_peyote,mescaline_peyote,mescaline_peyote,true,SELF,not_applicable,-1.00,Same Entity / N-A,Same entity selected; this is not an interaction pair.,NULL,NULL,NULL,unknown,[unknown],NULL,low,Self pairing is not an interaction and is preserved as a non-comparable diagonal case.
mescaline_peyote|methylphenidate,mescaline_peyote,methylphenidate,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
mescaline_peyote|nbome_series,mescaline_peyote,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
mescaline_peyote|ndri_bupropion,mescaline_peyote,ndri_bupropion,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
mescaline_peyote|nn_dmt,nn_dmt,mescaline_peyote,false,THEORETICAL,medium,2.00,Theoretical interaction,"Theoretical interaction; co-use stacks serotonergic psychedelic signaling and predictably raises subjective intensity, confusion, and autonomic load through overlapping 5-HT–linked pathways rather than a default MAOI or high-dose SRI serotonin-toxicity template.","Both agents are serotonergic psychedelics with strong 5-HT2A–linked perceptual, emotional, and autonomic effects. Combined use mainly increases intensity, cognitive disorganization, anxiety, cardiovascular strain, and accident risk through convergent receptor-driven psychedelic pharmacology—not reuptake blockade or MAOI mechanisms.",NULL,NULL,psychedelic_intensification,[psychedelic_intensification serotonergic psychiatric_destabilization cardiovascular_load operational_or_behavioral_risk],"- Avoid stacking MAOIs, SRIs/SNRIs, stimulant releasers, or other high-burden serotonergic drugs in the same session.
- Escalate care for obtundation, sustained hyperthermia, or neuromuscular findings that suggest evolving medical emergencies regardless of interaction label.",medium,Pair-specific controlled co-use trials are sparse; classification reflects convergent psychedelic receptor pharmacology without a dedicated serotonin-toxicity driver.
mescaline_peyote|psilocybin,psilocybin,mescaline_peyote,false,THEORETICAL,medium,2.00,Theoretical interaction,"Theoretical interaction; co-use stacks serotonergic psychedelic signaling and predictably raises subjective intensity, confusion, and autonomic load through overlapping 5-HT–linked pathways rather than a default MAOI or high-dose SRI serotonin-toxicity template.","Both agents are serotonergic psychedelics with strong 5-HT2A–linked perceptual, emotional, and autonomic effects. Combined use mainly increases intensity, cognitive disorganization, anxiety, cardiovascular strain, and accident risk through convergent receptor-driven psychedelic pharmacology—not reuptake blockade or MAOI mechanisms.",NULL,NULL,psychedelic_intensification,[psychedelic_intensification serotonergic psychiatric_destabilization cardiovascular_load operational_or_behavioral_risk],"- Avoid stacking MAOIs, SRIs/SNRIs, stimulant releasers, or other high-burden serotonergic drugs in the same session.
- Escalate care for obtundation, sustained hyperthermia, or neuromuscular findings that suggest evolving medical emergencies regardless of interaction label.",medium,Pair-specific controlled co-use trials are sparse; classification reflects convergent psychedelic receptor pharmacology without a dedicated serotonin-toxicity driver.
mescaline_peyote|salvia,mescaline_peyote,salvia,false,CAUTION,low,3.00,Caution / Moderate Risk,"Salvia is non-serotonergic, but same-session use with classic psychedelics can become unsafe because disorientation, dysphoria, and accident risk stack badly.","Salvinorin A is a kappa-opioid agonist rather than a classic serotonergic psychedelic. The overlap is at autonomic activation and severe state disruption, not receptor-level serotonin toxicity.",NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization],"Formal combination studies are absent, so this remains a precautionary field rule.",medium,"Salvia is non-serotonergic, but same-session use with classic psychedelics can become unsafe because disorientation, dysphoria, and accident risk stack badly."
mescaline_peyote|serotonergic_opioids,mescaline_peyote,serotonergic_opioids,false,CAUTION,medium,3.00,Caution / Moderate Risk,Serotonin-toxicity and overdose risks rise in poly-drug settings,"Some opioids, especially tramadol, tapentadol, dextromethorphan, meperidine, fentanyl, and methadone, can add serotonergic burden or impair respiration and cognition. Mescaline is a classic serotonergic psychedelic and is not a strong serotonin reuptake inhibitor, so the main concern is additive risk in broader serotonergic stacks plus overlapping autonomic and behavioral impairment.","Risk monitoring should cover the full psychedelic session and post-acute period, with attention to mental status, temperature, blood pressure, heart rate, respiratory rate, and neuromuscular signs.",Avoid using serotonergic opioids as ad-hoc trip smoothers or pain control during a psychedelic experience. Prefer non-serotonergic analgesic strategies where medically appropriate.,psychiatric_destabilization,[psychiatric_destabilization],"No large systematic studies directly evaluate mescaline co-administered with serotonergic opioids. Risk is extrapolated from serotonergic opioid toxicity data, opioid-plus-psychoactive-drug harm-reduction principles, and psychedelic interaction reviews rather than controlled co-administration trials.",medium,Serotonin-toxicity and overdose risks rise in poly-drug settings
mescaline_peyote|snri,mescaline_peyote,snri,false,THEORETICAL,medium,2.00,Theoretical interaction,Two serotonergic agents create a provisional serotonergic toxicity or effect-modulation signal.,"Combined serotonergic tone can increase the chance of agitation, autonomic load, and serotonin-toxicity features when other drugs are present.",NULL,NULL,serotonergic_toxicity,[serotonergic_toxicity psychedelic_intensification psychiatric_destabilization],"- Avoid adding more serotonergic drugs.
- Watch for clonus, tremor, fever, and confusion.",medium,The serotonergic overlap is strong enough to justify a medium-confidence heuristic.
mescaline_peyote|ssri,mescaline_peyote,ssri,false,THEORETICAL,medium,2.00,Theoretical interaction,Two serotonergic agents create a provisional serotonergic toxicity or effect-modulation signal.,"Combined serotonergic tone can increase the chance of agitation, autonomic load, and serotonin-toxicity features when other drugs are present.",NULL,NULL,serotonergic_toxicity,[serotonergic_toxicity psychedelic_intensification psychiatric_destabilization],"- Avoid adding more serotonergic drugs.
- Watch for clonus, tremor, fever, and confusion.",medium,The serotonergic overlap is strong enough to justify a medium-confidence heuristic.
mescaline_peyote|tobacco_rape,mescaline_peyote,tobacco_rape,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
mescaline_peyote|tricyclic_ad,mescaline_peyote,tricyclic_ad,false,THEORETICAL,medium,2.00,Theoretical interaction,Two serotonergic agents create a provisional serotonergic toxicity or effect-modulation signal.,"Combined serotonergic tone can increase the chance of agitation, autonomic load, and serotonin-toxicity features when other drugs are present.",NULL,NULL,serotonergic_toxicity,[serotonergic_toxicity psychedelic_intensification psychiatric_destabilization],"- Avoid adding more serotonergic drugs.
- Watch for clonus, tremor, fever, and confusion.",medium,The serotonergic overlap is strong enough to justify a medium-confidence heuristic.
mescaline_peyote|two_c_x,mescaline_peyote,two_c_x,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
mescaline_peyote|yopo,mescaline_peyote,yopo,false,THEORETICAL,medium,2.00,Theoretical interaction,"Theoretical interaction; co-use stacks serotonergic psychedelic signaling and predictably raises subjective intensity, confusion, and autonomic load through overlapping 5-HT–linked pathways rather than a default MAOI or high-dose SRI serotonin-toxicity template.","Both agents are serotonergic psychedelics with strong 5-HT2A–linked perceptual, emotional, and autonomic effects. Combined use mainly increases intensity, cognitive disorganization, anxiety, cardiovascular strain, and accident risk through convergent receptor-driven psychedelic pharmacology—not reuptake blockade or MAOI mechanisms.",NULL,NULL,psychedelic_intensification,[psychedelic_intensification serotonergic psychiatric_destabilization cardiovascular_load operational_or_behavioral_risk],"- Avoid stacking MAOIs, SRIs/SNRIs, stimulant releasers, or other high-burden serotonergic drugs in the same session.
- Escalate care for obtundation, sustained hyperthermia, or neuromuscular findings that suggest evolving medical emergencies regardless of interaction label.",medium,Pair-specific controlled co-use trials are sparse; classification reflects convergent psychedelic receptor pharmacology without a dedicated serotonin-toxicity driver.
methylphenidate|methylphenidate,methylphenidate,methylphenidate,true,SELF,not_applicable,-1.00,Same Entity / N-A,Same entity selected; this is not an interaction pair.,NULL,NULL,NULL,unknown,[unknown],NULL,low,Self pairing is not an interaction and is preserved as a non-comparable diagonal case.
methylphenidate|nbome_series,methylphenidate,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
methylphenidate|ndri_bupropion,ndri_bupropion,methylphenidate,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
methylphenidate|nn_dmt,nn_dmt,methylphenidate,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
methylphenidate|psilocybin,psilocybin,methylphenidate,false,CAUTION,medium,3.00,Caution / Moderate Risk,"Outside harmala/MAOI contexts this is not the same crisis profile as ayahuasca plus stimulants, but additive heart-rate, blood-pressure, and anxiety load still warrant caution.","Methylphenidate increases synaptic dopamine and norepinephrine via DAT/NET blockade while psilocybin (psilocin) adds 5-HT2A–mediated psychedelic load and autonomic activation—sympathomimetic and dopaminergic overlap with serotonergic psychedelic signaling, not MAOI potentiation.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load dopaminergic_load psychedelic_intensification cardiovascular_load hemodynamic_interaction psychiatric_destabilization],NULL,medium,Mechanism is well grounded in transporter pharmacology plus classic psychedelic pharmacology; formal combination trials remain sparse.
methylphenidate|salvia,salvia,methylphenidate,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
methylphenidate|serotonergic_opioids,methylphenidate,serotonergic_opioids,false,THEORETICAL,medium,2.00,Theoretical interaction,A CNS-depressant or opioid-like partner with another depressant signal suggests pharmacodynamic CNS depression with possible respiratory involvement.,"Sedation, slowed respiration, vomiting, and impaired self-protection can stack even when the exact chemistry differs.",NULL,NULL,pharmacodynamic_cns_depression,[pharmacodynamic_cns_depression respiratory_depression operational_or_behavioral_risk dehydration_or_electrolyte_risk],"- Avoid mixing with alcohol, benzodiazepines, or other sedatives.
- Seek urgent care for slowed breathing, cyanosis, or unresponsiveness.",medium,The shared depressant physiology is enough to support a moderate provisional warning.
methylphenidate|snri,snri,methylphenidate,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
methylphenidate|ssri,ssri,methylphenidate,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
methylphenidate|tobacco_rape,tobacco_rape,methylphenidate,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
methylphenidate|tricyclic_ad,tricyclic_ad,methylphenidate,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
methylphenidate|two_c_x,methylphenidate,two_c_x,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
methylphenidate|yopo,yopo,methylphenidate,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
nbome_series|nbome_series,nbome_series,nbome_series,true,SELF,not_applicable,-1.00,Same Entity / N-A,Same entity selected; this is not an interaction pair.,NULL,NULL,NULL,unknown,[],NULL,NULL,Self-pair identity row for the same substance selected twice.
nbome_series|ndri_bupropion,ndri_bupropion,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
nbome_series|nn_dmt,nn_dmt,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
nbome_series|psilocybin,psilocybin,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
nbome_series|salvia,salvia,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
nbome_series|serotonergic_opioids,nbome_series,serotonergic_opioids,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
nbome_series|snri,snri,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
nbome_series|ssri,ssri,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
nbome_series|tobacco_rape,tobacco_rape,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
nbome_series|tricyclic_ad,tricyclic_ad,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
nbome_series|two_c_x,two_c_x,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
nbome_series|yopo,yopo,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
ndri_bupropion|ndri_bupropion,ndri_bupropion,ndri_bupropion,true,SELF,not_applicable,-1.00,Same Entity / N-A,Same entity selected; this is not an interaction pair.,NULL,NULL,NULL,unknown,[unknown],NULL,low,Self pairing is not an interaction and is preserved as a non-comparable diagonal case.
ndri_bupropion|nn_dmt,nn_dmt,ndri_bupropion,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
ndri_bupropion|psilocybin,psilocybin,ndri_bupropion,false,CAUTION,high,3.00,Caution / Moderate Risk,Reduced seizure-threshold caution; individualized risk assessment advised.,NULL,NULL,NULL,seizure_threshold,[seizure_threshold],NULL,high,Reduced seizure-threshold caution; individualized risk assessment advised.
ndri_bupropion|salvia,salvia,ndri_bupropion,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
ndri_bupropion|serotonergic_opioids,ndri_bupropion,serotonergic_opioids,false,THEORETICAL,medium,2.00,Theoretical interaction,A CNS-depressant or opioid-like partner with another depressant signal suggests pharmacodynamic CNS depression with possible respiratory involvement.,"Sedation, slowed respiration, vomiting, and impaired self-protection can stack even when the exact chemistry differs.",NULL,NULL,pharmacodynamic_cns_depression,[pharmacodynamic_cns_depression respiratory_depression operational_or_behavioral_risk dehydration_or_electrolyte_risk],"- Avoid mixing with alcohol, benzodiazepines, or other sedatives.
- Seek urgent care for slowed breathing, cyanosis, or unresponsiveness.",medium,The shared depressant physiology is enough to support a moderate provisional warning.
ndri_bupropion|snri,snri,ndri_bupropion,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
ndri_bupropion|ssri,ssri,ndri_bupropion,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
ndri_bupropion|tobacco_rape,tobacco_rape,ndri_bupropion,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.","Risk is likely highest during and shortly after rapé administration, when nicotine levels, autonomic activation, nausea, vomiting, and dehydration risk are greatest.","Treat rapé as a strong stimulant when using bupropion. Use only small test doses if used at all, avoid repeated or high-intensity applications, and avoid combining with other stimulants such as amphetamines, cocaine, or high caffeine. Avoid rapé when sleep-deprived, dehydrated, fasting heavily, or otherwise seizure-prone. Seek urgent care for seizure, loss of consciousness, chest pain, severe headache, focal neurological symptoms, or collapse.",sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
ndri_bupropion|tricyclic_ad,tricyclic_ad,ndri_bupropion,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
ndri_bupropion|two_c_x,ndri_bupropion,two_c_x,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
ndri_bupropion|yopo,yopo,ndri_bupropion,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
nn_dmt|nn_dmt,nn_dmt,nn_dmt,true,SELF,not_applicable,-1.00,Same Entity / N-A,Same entity selected; this is not an interaction pair.,NULL,NULL,NULL,unknown,[unknown],NULL,low,Self pairing is not an interaction and is preserved as a non-comparable diagonal case.
nn_dmt|psilocybin,psilocybin,nn_dmt,false,THEORETICAL,medium,2.00,Theoretical interaction,"Theoretical interaction; co-use stacks serotonergic psychedelic signaling and predictably raises subjective intensity, confusion, and autonomic load through overlapping 5-HT–linked pathways rather than a default MAOI or high-dose SRI serotonin-toxicity template.","Both agents are serotonergic psychedelics with strong 5-HT2A–linked perceptual, emotional, and autonomic effects. Combined use mainly increases intensity, cognitive disorganization, anxiety, cardiovascular strain, and accident risk through convergent receptor-driven psychedelic pharmacology—not reuptake blockade or MAOI mechanisms.",NULL,NULL,psychedelic_intensification,[psychedelic_intensification serotonergic psychiatric_destabilization cardiovascular_load operational_or_behavioral_risk],"- Avoid stacking MAOIs, SRIs/SNRIs, stimulant releasers, or other high-burden serotonergic drugs in the same session.
- Escalate care for obtundation, sustained hyperthermia, or neuromuscular findings that suggest evolving medical emergencies regardless of interaction label.",medium,Pair-specific controlled co-use trials are sparse; classification reflects convergent psychedelic receptor pharmacology without a dedicated serotonin-toxicity driver.
